Ensembl_ID,Gene_ID,Gene_Type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,-log10(padj),-log10(p-value),DEGenes
ENSMUSG00000058755,Osm,protein_coding,386.07792037669924,13.047459869251256,2.675164025568905,6.246628847759239,4.1940605976646786e-10,1.7725507277571572e-09,8.751401327106946,9.377365298944289,UP
ENSMUSG00000022010,Tsc22d1,protein_coding,210.42774192172587,12.436891897671783,2.9359510685350694,5.788156687366982,7.116301578067022e-09,2.725925841265087e-08,7.564485963309652,8.147745655456704,UP
ENSMUSG00000030162,Olr1,protein_coding,73.53404009544347,10.706049601906916,2.7421773201552315,4.978991112929687,6.391657723777889e-07,2.072864473597727e-06,5.683429091679768,6.194386489741403,UP
ENSMUSG00000019987,Arg1,protein_coding,64.8087799517623,10.452443652029517,2.7099939755878,4.827062298943026,1.3856178648943733e-06,4.346743486428644e-06,5.361835987993104,5.858356525893249,UP
ENSMUSG00000041324,Inhba,protein_coding,11273.738972485857,10.381556076799258,0.46968200402855464,22.20053484090138,3.3938841211442214e-109,3.139429834728178e-107,106.50314921884258,108.46930299006983,UP
ENSMUSG00000028583,Pdpn,protein_coding,8578.372155549616,10.323710511502904,0.7996177282270568,13.054816905467248,5.965327669568279e-39,1.1459273749059917e-37,36.94084290564701,38.224365695970675,UP
ENSMUSG00000060470,Adgrg3,protein_coding,54.41286299990738,10.2138333004416,2.696108184963359,4.743703452533865,2.0984597951103335e-06,6.473750262391003e-06,5.188844058371429,5.67809934712392,UP
ENSMUSG00000036957,Lrfn3,protein_coding,54.66534636009663,10.21294881977088,2.6938663162101264,4.744201905301316,2.093299831771319e-06,6.4589364292663444e-06,5.189838989888605,5.679168561456962,UP
ENSMUSG00000039196,Orm1,protein_coding,53.26717517939846,10.171777645871162,2.6845438462119544,4.731792769445501,2.225455482035132e-06,6.8467961768633315e-06,5.164512600507312,5.65258108891229,UP
ENSMUSG00000113701,AC121583.1,transcribed_processed_pseudogene,53.253574551858605,10.160067632395597,2.7049363252319765,4.682327553541397,2.836357718573796e-06,8.630604002637336e-06,5.063958809634347,5.547238997252849,UP
ENSMUSG00000032484,Ngp,protein_coding,220.59116975870907,10.074640406683258,1.2715348263797837,7.417596883612752,1.192644429474088e-13,6.598364855446784e-13,12.180563673888237,12.92348901595622,UP
ENSMUSG00000026228,Htr2b,protein_coding,210.8140581362611,10.02063309433636,1.2782918451485503,7.363467855062684,1.7919296242487963e-13,9.794795927939328e-13,12.009004607989114,12.746679050701001,UP
ENSMUSG00000092008,Cyp2c69,protein_coding,47.06806106118165,9.956026330081173,2.6659760598468245,4.620288241216151,3.832072866688997e-06,1.1537795087520634e-05,4.937877178426006,5.416566241425415,UP
ENSMUSG00000074874,Ctla2b,protein_coding,482.60785053638705,9.874989930493,0.8078277088611961,11.842005908066156,2.3672253058703484e-32,3.555371362805108e-31,30.449115029985197,31.625760405172066,UP
ENSMUSG00000036905,C1qb,protein_coding,43.52089980188907,9.774676445191382,2.605846392931454,4.56129199225679,5.083982414784918e-06,1.5095452641628042e-05,4.821153859996693,5.2937959603161175,UP
ENSMUSG00000026414,Tnnt2,protein_coding,872.2078864036686,9.772742649638989,0.5825863751502101,16.44370537435541,9.305155924540145e-61,3.3171225803726307e-59,58.479238479341,60.03127634509098,UP
ENSMUSG00000097558,Gm26902,lincRNA,41.35993037540363,9.744212306662094,2.6491091558610576,4.51346283988413,6.377762852821974e-06,1.8718204741165434e-05,4.727735806687298,5.195331633356713,UP
ENSMUSG00000036896,C1qc,protein_coding,39.759138736432,9.672683841429558,2.6292059113914594,4.493714263517189,6.999152916459317e-06,2.046866412242107e-05,4.6889105004343525,5.154954517981227,UP
ENSMUSG00000043089,Mmp1a,polymorphic_pseudogene,35.08515767713771,9.452296257870339,2.604557742295843,4.388213064588006,1.1428578633634232e-05,3.2706441598206293e-05,4.4853667037603255,4.942007779224485,UP
ENSMUSG00000044258,Ctla2a,protein_coding,1143.1359584861502,9.391594810759866,1.4789223213705531,6.701828586647566,2.05827402180491e-11,9.620924282279599e-11,10.01678320328325,10.686496807301628,UP
ENSMUSG00000050345,4930486L24Rik,protein_coding,28.899083349268043,9.128856493380539,2.576104432527925,4.237730605800856,2.2579045917088726e-05,6.273580256507184e-05,4.20248454180354,4.64629441323912,UP
ENSMUSG00000029716,Tfr2,protein_coding,281.03193540377316,9.08225094849318,0.8043170109783334,10.924024283223645,8.848628142031984e-28,1.1192956130853643e-26,25.95105519838956,27.05312405546349,UP
ENSMUSG00000055555,4930502E18Rik,protein_coding,27.99462878488144,9.073851800565405,2.570633494622956,4.211338035112123,2.5386253533517023e-05,7.024347925104771e-05,4.153393985397666,4.595401386947254,UP
ENSMUSG00000028364,Tnc,protein_coding,27.97388759924529,9.048482440966268,2.5934044233718048,4.149705339994865,3.329035355204854e-05,9.098354505634115e-05,4.041037145452729,4.477681592500635,UP
