Ensembl_ID,Gene_ID,Gene_Type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,-log10(padj),-log10(p-value),DEGenes
ENSMUSG00000109941,Exosc6,protein_coding,310.66161723834404,-13.05559574386813,3.2340421289472094,-5.896951317945139,3.7027904557642883e-09,2.8132806717573873e-08,7.550786937541601,8.43147086436974,DOWN
ENSMUSG00000091462,Gm17084,processed_pseudogene,30.7245606620958,-9.320780708494496,2.867594269912986,-4.31088884094513,1.6259963308813964e-05,7.34122377650211e-05,4.134231537484355,4.788880438741804,DOWN
ENSMUSG00000097466,D430036J16Rik,antisense,19.447756469739062,-8.49660492257872,2.8088076518733245,-3.898468149508958,9.680313040155864e-05,0.0003765310951111776,3.4241991525906004,4.014110598330646,DOWN
ENSMUSG00000024873,Cnih2,protein_coding,1172.3685889687479,-8.29586674060114,0.3191525875321472,-25.93464487844329,2.7097027461122602e-148,1.5221536651870613e-145,144.81754150224737,147.5670783485366,DOWN
ENSMUSG00000036834,Plch1,protein_coding,16.28814132540447,-8.197980796409949,2.7581542565946524,-3.7937885041657133,0.00014836606066951993,0.0005580230195462246,3.253347885192,3.828665434297538,DOWN
ENSMUSG00000006764,Tph2,protein_coding,44.639311812689556,-7.703046943931376,1.3203682406069073,-5.642918841183231,1.6719117056186663e-08,1.1716165167663361e-07,6.931214514516969,7.776786661571109,DOWN
ENSMUSG00000049744,Arhgap15,protein_coding,9.197419707210685,-7.057745123432593,2.6926532147832734,-3.2601328809830106,0.001113600277086125,0.003514359410144578,2.4541538256919817,2.953270669672306,DOWN
ENSMUSG00000040219,Ttc12,protein_coding,27.126339019961947,-6.911681729523694,1.3227362220166878,-5.099490660644019,3.405686724088926e-07,1.9988752481727185e-06,5.699214309794262,6.46779530360091,DOWN
ENSMUSG00000093482,Gm20619,lincRNA,8.106301422375234,-6.80537233319976,2.696509590279688,-3.1383120920511534,0.0016992384649980312,0.005140816301159784,2.28896791467372,2.7697456695326435,DOWN
ENSMUSG00000109926,Gm45808,protein_coding,7.817135237765651,-6.724831934823745,2.681054987029558,-3.1142502095768845,0.0018441303142256943,0.005538752206265305,2.256588063966668,2.73420839307118,DOWN
ENSMUSG00000015962,1700016C15Rik,protein_coding,13.964100594542657,-5.837315571000624,1.3799091262913632,-4.255371189398038,2.0870248871813598e-05,9.266560781584957e-05,4.033081421273107,4.680472372064833,DOWN
ENSMUSG00000058515,Olfr933,protein_coding,67.39038173724171,-5.43223353418516,0.5787717858294047,-9.565770445562785,1.113688503575175e-21,2.3679818804954943e-20,19.62562162510407,20.953236263467144,DOWN
ENSMUSG00000046317,BC107364,protein_coding,4.1925059852643285,-5.319902226683863,2.6632173807002655,-2.5731780312136507,0.010076935750105208,0.025140366640735254,1.5996283929632245,1.9966715104635544,DOWN
ENSMUSG00000039457,Ppl,protein_coding,97.83893250010829,-5.132241673301684,0.4167424496254441,-12.402241701755056,2.541135897068664e-35,9.944121463270497e-34,33.002433579609175,34.59497210875173,DOWN
ENSMUSG00000013707,Tnfaip8l2,protein_coding,1246.6264147215713,-5.096070439398878,0.16877554683240728,-30.293478848807172,1.3970498365745637e-201,1.6218817236072969e-198,197.78998082007408,200.85478810114188,DOWN
ENSMUSG00000030823,9130019O22Rik,protein_coding,261.83124729528595,-4.878811473207113,0.2513029941912411,-19.52966873928369,6.143664193609308e-85,1.0386967792962377e-82,81.98351121500095,84.21157253041928,DOWN
ENSMUSG00000026167,Wnt10a,protein_coding,22.25652473741903,-4.858621593932954,0.8517285479066583,-5.9008007257012975,3.617416123447969e-09,2.754424327666066e-08,7.55996915450449,8.441601530021233,DOWN
ENSMUSG00000090386,Mir99ahg,processed_transcript,46.80337469730396,-4.776630545008101,0.5645393899332489,-8.59089634026217,8.62934607442678e-18,1.4819667903359757e-16,15.82916152843188,17.064022113558053,DOWN
ENSMUSG00000048582,Gja3,protein_coding,3.506380733595171,-4.732933110224128,2.7320044903444862,-2.382571914010943,0.017192173662050253,0.04022903952579187,1.395460336149297,1.7646692105872728,DOWN
ENSMUSG00000105827,Hist2h2bb,protein_coding,3.840225557472733,-4.720974502424661,2.8726656678761024,-2.366823227864997,0.01794149995993691,0.041696687615419906,1.3798984440066449,1.7461412515320347,DOWN
ENSMUSG00000051747,Ttn,protein_coding,162.96611556977277,-4.698428976044684,0.39013745587327125,-12.2178843372367,2.494932921221924e-34,9.465525466265486e-33,32.02385527174085,33.60294112632708,DOWN
ENSMUSG00000102336,Gm37233,lincRNA,24.334144569397534,-4.39295397388724,0.7549789777735899,-6.132785671513059,8.63534525655133e-10,7.122608879080443e-09,8.147360903236619,9.063720293879088,DOWN
ENSMUSG00000027350,Chgb,protein_coding,637.689799362637,-4.364131242396607,0.17648011154581567,-24.80825574463501,7.302450505884098e-136,3.532357586374046e-133,132.4519353385236,135.1365313778798,DOWN
ENSMUSG00000027669,Gnb4,protein_coding,9.645068437490515,-4.347117242333893,1.1640425954147362,-4.058601418211634,4.9367492614434545e-05,0.0002037652326114632,3.690869915388838,4.306558930130448,DOWN
ENSMUSG00000065911,Gm24447,misc_RNA,135.20134744990955,-4.3159014516182435,0.6862157003248163,-6.685474378572076,2.301777917148736e-11,2.2684301442687093e-10,9.64427459018053,10.637936580797257,DOWN
ENSMUSG00000041827,Oasl1,protein_coding,28.813004899624108,-4.128400033895447,0.6206371571511561,-6.9107695170184815,4.820316846641459e-12,5.075030082673178e-11,10.29456137908958,11.316924413996542,DOWN
ENSMUSG00000031373,Car5b,protein_coding,556.9686059766269,-4.072364990850556,0.2165555039948217,-18.937668129290902,5.5814961341420074e-80,7.713982038091185e-78,77.11272137671796,79.2532493717239,DOWN
ENSMUSG00000054263,Lifr,protein_coding,55.429307153794504,-4.069535580373167,0.4621153714831961,-9.02989396460588,1.7183822170239882e-19,3.2668021754645994e-18,17.48587716387331,18.764880230328952,DOWN
ENSMUSG00000009092,Derl3,protein_coding,51.973594547490315,-4.024574184782809,0.5209749087250508,-7.995593460862133,1.2895121548676727e-15,1.8697389396224523e-14,13.728219027151267,14.889574559871852,DOWN
ENSMUSG00000086938,4930481A15Rik,antisense,5.211918829823554,-3.9708262002858064,1.5747878734937355,-3.001723128869426,0.0026845621877415785,0.007781119496892784,2.108957915048056,2.571126531175435,DOWN
ENSMUSG00000027843,Ptpn22,protein_coding,1175.2281253404014,-3.9464051341627404,0.1314911318739872,-30.083744544425343,7.906714779424058e-199,8.099266539346502e-196,195.0915543085704,198.10200392731562,DOWN
ENSMUSG00000003411,Rab3b,protein_coding,9.682020901266318,-3.8584977368426814,1.09841399719071,-3.937189525332955,8.244149366928998e-05,0.00032487806534442536,3.4882796097429094,4.083854148304106,DOWN
ENSMUSG00000050022,Amz1,protein_coding,1319.1738902636139,-3.7818379253772294,0.15475963714445093,-24.466331011142092,3.3730007568073576e-132,1.5060880815139313e-129,128.8221496282702,131.4719835613672,DOWN
ENSMUSG00000040478,Prdm13,protein_coding,16.06759931977684,-3.780668561974633,0.8081612817783406,-5.02829305912345,4.948651778585872e-07,2.8300762585318353e-06,5.548201861926817,6.305513105081414,DOWN
ENSMUSG00000051212,Gpr183,protein_coding,15.052707675882102,-3.764949958886208,0.8986807307752187,-4.676335679062709,2.9204641110600743e-06,1.4913137090680743e-05,4.826430989822388,5.534548126340685,DOWN
ENSMUSG00000030329,Pianp,protein_coding,30.666893643985375,-3.7139820372998975,0.5925335255761931,-6.549442642254905,5.7752216729797047e-11,5.462715830619167e-10,9.262591390809586,10.238431341391795,DOWN
ENSMUSG00000021913,Ogdhl,protein_coding,77.70737095780727,-3.7031747108230895,0.3765415829330987,-10.02262988772289,1.212333254125009e-23,2.8919960667579324e-22,21.538802302036736,22.91637798203977,DOWN
ENSMUSG00000011382,Dhdh,protein_coding,668.5668856107169,-3.657165441028329,0.1743397075600933,-21.02624261102955,3.773821012568424e-98,8.762309215048871e-96,95.05738142497434,97.42321870170612,DOWN
ENSMUSG00000026073,Il1r2,protein_coding,15.151994426534046,-3.6416705018116353,0.8521479037974844,-4.689787643454232,2.7348872947768573e-06,1.4040485657796049e-05,4.852617869780782,5.563060566319597,DOWN
ENSMUSG00000091745,Gm17098,antisense,4.999120929166678,-3.618014078560713,1.6744470271386735,-2.852677993245576,0.004335252625151962,0.011901953210530706,1.9243817613849756,2.362985590111003,DOWN
ENSMUSG00000025429,Pstpip2,protein_coding,630.7389989147354,-3.534048423411825,0.16248335065467107,-21.812267331642076,1.7746032958808604e-105,4.612379372308851e-103,102.33607497880051,104.75089871622318,DOWN
ENSMUSG00000000861,Bcl11a,protein_coding,76.38119895944465,-3.5245106760308875,0.3827370666758514,-9.400844327751452,5.4126958886546714e-21,1.1221034072027673e-19,18.94996711891926,20.26658637298087,DOWN
ENSMUSG00000027562,Car2,protein_coding,227.69935084142966,-3.499633189010419,0.2502462312730452,-14.107882839751824,3.396217472478703e-45,1.901663378319747e-43,42.720866356944654,44.46900450804131,DOWN
ENSMUSG00000074364,Ehd2,protein_coding,186.19641273473295,-3.4931064677645174,0.23389469746204491,-15.038252617292075,4.122898170501915e-51,2.7936244646350327e-49,48.553831974706526,50.38479739149872,DOWN
ENSMUSG00000041828,Abca8a,protein_coding,59.431085508783525,-3.492812023059387,0.38375545252937654,-9.328805282017099,1.0707095850852128e-20,2.1858542455655214e-19,18.66037880050938,19.970328309465348,DOWN
ENSMUSG00000015016,Acsf3,protein_coding,145.52616013335458,-3.4849071757260623,0.3306307117649443,-10.678603135322176,1.2818592588846626e-26,3.504285264398354e-25,24.45540054756349,25.892159655351627,DOWN
ENSMUSG00000034127,Tspan8,protein_coding,8.545499963755441,-3.482355192762156,1.1113282069703585,-3.7100059166915464,0.00020725440364083674,0.000759017494216936,3.1197482141515254,3.6834962330015832,DOWN
ENSMUSG00000106847,Peg13,sense_intronic,279.16078933872944,-3.435988765058686,0.1916357543195972,-18.041710308283832,9.166263887342849e-73,1.0932967077684136e-70,69.96126195967918,72.03780764401823,DOWN
ENSMUSG00000062380,Tubb3,protein_coding,361.478708249005,-3.4245617550400347,0.18376054851858714,-18.780142727124844,1.0978458073098458e-78,1.4483247642798224e-76,75.83913404344268,77.95945865236033,DOWN
ENSMUSG00000033082,Clec1a,protein_coding,16.673956930456992,-3.4185872582815247,0.8244230830765862,-4.678763297895963,2.8861038533727984e-06,1.4755905021325283e-05,4.831034148840129,5.539688045337038,DOWN
ENSMUSG00000038204,Asb10,protein_coding,18.096683217435704,-3.3920989915444704,0.6801679204984782,-5.339758917779383,9.307026192851648e-08,5.899983768559104e-07,6.229149183143434,7.031189063846363,DOWN
ENSMUSG00000050493,Fam167b,protein_coding,519.0079762157278,-3.3682087103042235,0.17626978736538879,-19.228834504870303,2.1234680362983082e-82,3.187764860698167e-80,79.49651372098593,81.6729542718825,DOWN
ENSMUSG00000079505,Gm11131,antisense,12.690191478211387,-3.339591140533123,0.819673403031667,-4.51599976892023,6.301873276826198e-06,3.051523273333852e-05,4.515483313420996,5.2005303342195335,DOWN
ENSMUSG00000004568,Arhgef18,protein_coding,17.05461631946481,-3.3276072002117774,0.7728133978569679,-4.7067131229778925,2.5174278116239507e-06,1.2993031390521481e-05,4.886289512315231,5.599042974185615,DOWN
ENSMUSG00000018698,Lhx1,protein_coding,7.800758737567235,-3.278916660638738,1.1475192440532016,-3.503673260405357,0.00045888802711566243,0.0015662634465292327,2.8051351875199777,3.3382932733696973,DOWN
ENSMUSG00000065824,Gm26315,misc_RNA,59.5688317118446,-3.2704696635551413,0.541711029157081,-6.411068896454637,1.4450287024798413e-10,1.3051727087647282e-09,8.884332015911438,9.840123526468117,DOWN
ENSMUSG00000104896,Rnu3b4,snoRNA,19.856068933885044,-3.23814439081525,0.9171664293684928,-4.120281045786794,3.784105270527781e-05,0.00015955547017184208,3.7970883019391506,4.42203679040624,DOWN
ENSMUSG00000027777,Schip1,protein_coding,50.03309755816016,-3.22283040541505,0.42125516103693567,-7.909432532666933,2.5856478204209166e-15,3.651781925775332e-14,13.437495165217756,14.587430628745516,DOWN
ENSMUSG00000084932,Gm15156,antisense,9.226854400745804,-3.204318315654154,1.0460233528063276,-3.690997247115968,0.00022337655543281886,0.0008133778561346928,3.089707655252575,3.6509624103630167,DOWN
ENSMUSG00000027377,Mall,protein_coding,3.8913209034144667,-3.201933380811517,1.7438411310635191,-2.613107925102416,0.008972296417316132,0.022647277838982915,1.6449839919096936,2.0470963870865897,DOWN
ENSMUSG00000036330,Slc18a1,protein_coding,22.798516923120218,-3.18792459940861,0.5982790087385713,-5.697744331483454,1.2140292516967764e-08,8.650206787662711e-08,7.062973510377105,7.91577084893008,DOWN
ENSMUSG00000105986,Gm43065,sense_intronic,5.545152424064777,-3.187210660687134,1.4253584654046165,-2.975515554390351,0.0029249651655803423,0.008391325105999353,2.0761694526656433,2.5338793017138768,DOWN
ENSMUSG00000065037,Rn7sk,misc_RNA,1134.1596068471101,-3.1779688545954317,0.5463454579074155,-6.210276106576663,5.289158558254421e-10,4.484197036681718e-09,8.34831531265522,9.276613413517452,DOWN
ENSMUSG00000039741,Bahcc1,protein_coding,903.6614814532945,-3.1643530425795494,0.19101756109841544,-16.68608243392251,1.6547931193842059e-62,1.5087208052856838e-60,59.82139112068979,61.781256293565555,DOWN
ENSMUSG00000072769,Gm10419,lincRNA,18.870153253166897,-3.148126309633283,0.6906329592669822,-4.966904538570004,6.80300547915833e-07,3.822766615490906e-06,5.417622215373177,6.167299179257385,DOWN
ENSMUSG00000052861,Dnah6,protein_coding,891.6834995756802,-3.0856528510285535,0.16084842640667074,-19.29568912537287,5.838139743646014e-83,8.996934999632892e-81,80.04590541716699,82.23372551380707,DOWN
ENSMUSG00000098943,Rnu3b1,snoRNA,19.09598910760818,-3.0832542907267833,0.8443534661520189,-4.204341458577823,2.6184339704165224e-05,0.00011379438273230179,3.943879175626148,4.581958373316939,DOWN
ENSMUSG00000024990,Rbp4,protein_coding,3.7146184059357985,-3.0435804814474796,1.778941145208749,-2.551496643204632,0.01072613573672784,0.026573471008589925,1.575551714636671,1.9695567114435368,DOWN
