Ensembl_ID,Gene_ID,Gene_Type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,-log10(padj),-log10(p-value),DEGenes
ENSMUSG00000092212,Slc22a13b-ps,polymorphic_pseudogene,13.113365192920684,0.29075697237796966,0.5472512743863808,0.7676738582514321,0.44268097079977176,0.5488341367004876,0.2605588839638706,0.35390914631633347,NO
ENSMUSG00000092300,Cdk3-ps,polymorphic_pseudogene,6.978252036975117,1.314593388952152,0.9935488158850213,2.241276689317163,0.025008157946947406,0.04551938981302092,1.3418035682872844,1.601918296391784,UP
ENSMUSG00000079293,Clec7a,polymorphic_pseudogene,1244.103960393388,0.12030407505537503,0.09914311479410058,1.2279583427256455,0.21946260620287472,0.30723531085825745,0.5125288718774804,0.6586394676916282,NO
ENSMUSG00000006395,Hyi,polymorphic_pseudogene,579.8709351482253,-0.6506317301567741,0.10591555615366231,-6.224226379117259,4.839379076953387e-10,2.0376451865099254e-09,8.690871437089237,9.315210357519195,NO
ENSMUSG00000079491,H2-T10,polymorphic_pseudogene,4.420990417106827,0.3783612616992365,0.8434552400605264,0.9902687050965423,0.3220427986251453,0.42317672329851336,0.373478228546186,0.4920864078955233,NO
ENSMUSG00000041750,Cd1d2,polymorphic_pseudogene,3.1017110300523014,-0.028024347958696582,0.832486820452275,-0.09292557971203556,0.9259626839977585,0.948036944826403,0.02317473795560088,0.03340651489517886,NO
ENSMUSG00000081665,Gm15922,polymorphic_pseudogene,165.06054906049212,1.2400359705939277,0.23973558470981313,5.40651308142824,6.426353585072567e-08,2.274697134370859e-07,6.643076419502521,7.192035382765002,UP
ENSMUSG00000023341,Mx2,polymorphic_pseudogene,43.07274992299636,2.8187290714109556,0.4052689678276232,7.207219903622288,5.71057429061941e-13,3.0048815360032943e-12,11.52217264488394,12.243320214222553,UP
ENSMUSG00000043089,Mmp1a,polymorphic_pseudogene,35.08515767713771,9.452296257870339,2.604557742295843,4.388213064588006,1.1428578633634232e-05,3.2706441598206293e-05,4.4853667037603255,4.942007779224485,UP
ENSMUSG00000092572,Serpinb10,polymorphic_pseudogene,3.565694607049959,0.11285512627897828,0.8731856576647615,0.3536188051403158,0.723624579371232,0.7980969307891668,0.09794435933799586,0.14048668987192667,NO
ENSMUSG00000029605,Oas1b,polymorphic_pseudogene,56.78065018525195,1.2632783624897785,0.329890745700258,4.1434454945554755,3.421264132666839e-05,9.3334486426262e-05,4.029957857890272,4.465813395580637,UP
ENSMUSG00000046808,Atp10d,polymorphic_pseudogene,321.5636474585214,1.3034170318854796,0.1578375211575714,8.4033700395953,4.338448873279822e-17,3.000649569640392e-16,15.52278472062242,16.362665516152312,UP
ENSMUSG00000103081,Pcdhgb8,polymorphic_pseudogene,8.071338898243663,-1.1261358050149393,0.8936059299704672,-2.1026304837212697,0.03549808306803433,0.06263468868054418,1.2031850768525674,1.4497950986477999,NO
ENSMUSG00000095889,Ighv1-58,IG_V_gene,2.117305318414254,0.639510422774025,1.555772473276811,1.7846985238251656,0.07431023051683175,0.12022674123801337,0.9199989243428656,1.1289513914729592,NO
ENSMUSG00000096452,Ighv1-77,IG_V_gene,4.790824388309338,1.2703710682025373,1.3847293238239378,2.1531088806500134,0.03131012248205296,0.05585166033734883,1.2529639118119236,1.5043152334633885,NO
ENSMUSG00000064370,mt-Cytb,protein_coding,284081.6813905383,-0.05149755651586536,0.05340501391954571,-1.4092457346014875,0.1587625185893201,0.2333380844385363,0.6320143717435525,0.799252020115291,NO
ENSMUSG00000064368,mt-Nd6,protein_coding,3905.0902718654293,-0.08588014461160702,0.09531474278009847,-0.9160402845999307,0.35964576622379596,0.46321244777899545,0.3342197784492471,0.44412504787943485,NO
ENSMUSG00000064367,mt-Nd5,protein_coding,170093.25532390116,0.5064747146111456,0.04853591247438627,11.299660805137227,1.3172579647433928e-29,1.785176496471925e-28,27.748318839689308,28.880329166804408,NO
ENSMUSG00000064363,mt-Nd4,protein_coding,150925.71208366638,0.0998358453469255,0.06638855132586187,1.5062162378578055,0.1320116723472196,0.19865075046293046,0.7019097899275515,0.8793876671890501,NO
ENSMUSG00000065947,mt-Nd4l,protein_coding,13796.316932083173,0.11662849000391089,0.06878589733650037,1.6809181008998837,0.0927788235638852,0.1460462884584485,0.8355094754757584,1.032551138639335,NO
ENSMUSG00000064360,mt-Nd3,protein_coding,14494.912036287396,-0.41917028008990564,0.07472255612304186,-5.821452345865946,5.8338440100812515e-09,2.2499653250768787e-08,7.647824174885887,8.234045187567158,NO
ENSMUSG00000064358,mt-Co3,protein_coding,126075.49576379574,-0.27901074827764066,0.06545744280269841,-4.207812320972124,2.57854881616339e-05,7.125932266354796e-05,4.147158310035544,4.58862464227173,NO
ENSMUSG00000064357,mt-Atp6,protein_coding,141916.24396591852,-0.06670466755264676,0.052385276066275736,-1.6165002619154016,0.10598619681834243,0.1641575663926894,0.7847390948605552,0.9747506916783236,NO
ENSMUSG00000064356,mt-Atp8,protein_coding,19723.087160709987,-0.0910759825743343,0.055162081133136885,-1.664996700316744,0.09591341413657134,0.15041611582294157,0.8227056302469115,1.0181206495749802,NO
ENSMUSG00000064354,mt-Co2,protein_coding,143767.9843626994,-0.36618283577208555,0.0517343967077814,-7.323402010060379,2.4176214863592293e-13,1.3080100891106112e-12,11.883388906143121,12.61661169324091,NO
ENSMUSG00000064351,mt-Co1,protein_coding,636050.5754649878,-0.019222933580496825,0.060117621861078815,3.8492672631315887,0.00011847168837314857,0.00030320549302991683,3.518262935061843,3.9263854222476264,NO
ENSMUSG00000064345,mt-Nd2,protein_coding,147671.56754558242,0.5334468007036256,0.052848499850427576,9.962294879535117,2.2285806050535763e-23,2.2332853863309117e-22,21.65105577590336,22.65197165338983,NO
ENSMUSG00000064341,mt-Nd1,protein_coding,174928.90881386725,0.1466303285805147,0.049090784591648506,2.901135096955051,0.0037181354180115186,0.007884755075251796,2.1032117926481653,2.4296747968599357,NO
ENSMUSG00000031493,Ggn,protein_coding,33.7667981837069,1.390500746988511,0.4201840005021472,3.7031612753169467,0.00021292942246716717,0.0005297684030983119,3.2759139478305217,3.671764323849303,UP
ENSMUSG00000037239,Spred3,protein_coding,903.0569747514965,1.0116476418163873,0.12597399250265578,8.156478417916677,3.449341103990871e-16,2.2567723915047997e-15,14.646512239813724,15.462263856297724,UP
ENSMUSG00000041939,Mvk,protein_coding,1007.7542122387682,0.35305653167821754,0.08820828691201148,4.042053665817633,5.298510182879595e-05,0.00014127794039731285,3.849925645027845,4.275846226683978,NO
ENSMUSG00000001755,Coasy,protein_coding,1357.7088161639845,-0.12020888896526104,0.0796625080096497,-1.5280336877050822,0.12650417406488063,0.19151341097627503,0.7178008085932129,0.8978951445005129,NO
ENSMUSG00000061778,Mospd2,protein_coding,1340.3851616306963,-0.5566563704225251,0.08218899332503776,-6.8274862980236275,8.641537768652352e-12,4.139035004539329e-11,10.383100900679697,11.063408967588826,NO
ENSMUSG00000025544,Tm9sf2,protein_coding,3516.033571359804,0.4518398097492635,0.06827988406592174,6.655982687572895,2.8141338042798715e-11,1.3022407789020093e-10,9.885308709100604,10.550655256908776,NO
ENSMUSG00000007041,Clic1,protein_coding,11700.924532123992,0.2810596664457154,0.05994185195786778,4.694266647480477,2.6756484131280604e-06,8.160863387893804e-06,5.088263892133098,5.5725709545327735,NO
ENSMUSG00000020794,Ube2g1,protein_coding,2509.0299151780614,0.2547001589513894,0.06485956111174093,3.947934169111368,7.882847253123534e-05,0.00020592440079919235,3.686292189056712,4.103316888731837,NO
ENSMUSG00000010755,Cars,protein_coding,3010.4989154781074,-0.11896704768846797,0.0762894073186424,-1.5762677472026214,0.11496411129520774,0.17611232607583502,0.7542102467619604,0.9394377135508013,NO
ENSMUSG00000032231,Anxa2,protein_coding,13059.186993803654,0.8410484773793481,0.07300931026202873,11.594260719548764,4.4065410424575695e-31,6.323403923933941e-30,29.19904907560688,30.355902180510697,NO
ENSMUSG00000030990,Pgap2,protein_coding,2372.136325712369,0.22549992227080995,0.08842294336773765,2.5675362660124397,0.0102424074896007,0.02018712262865138,1.6949255788053756,1.9895979499462015,NO
ENSMUSG00000049555,Tmie,protein_coding,3.7953215354122123,1.5818479806607917,1.5117766843278888,2.2796486995806537,0.022628532159276894,0.04155706201273026,1.381355163635589,1.6453436164297788,UP
ENSMUSG00000044037,Als2cl,protein_coding,1150.547355582614,0.7513772089549358,0.11337971162684521,6.717334256149927,1.8507909202605494e-11,8.682592098741167e-11,10.061350601306811,10.732642639759137,NO
ENSMUSG00000045106,Ccdc73,protein_coding,8.14928591388827,0.25416107956024925,0.639720435972267,0.6578573548526253,0.5106297955135376,0.6143061614433213,0.21161512871850358,0.291893847484023,NO
ENSMUSG00000027646,Src,protein_coding,3263.7713508142606,0.9904273333531025,0.06366324351202199,15.61301744084161,5.9361803951613605e-55,1.8687054444663283e-53,52.728459149089005,54.22649290971139,NO
ENSMUSG00000047757,Fancb,protein_coding,611.1179470504015,-2.6012874690382293,0.13580463678766325,-19.27251949829879,9.137737589830208e-83,4.920194347622606e-81,80.30801774226657,82.0391613178195,DOWN
ENSMUSG00000028581,Laptm5,protein_coding,36117.9709906968,-0.24612487120103557,0.05338792328893904,-4.729176311506613,2.2543255336245897e-06,6.93325216973919e-06,5.159063003762774,5.646983369901001,NO
ENSMUSG00000041438,Utp4,protein_coding,5389.3322425975675,-0.4071265720419486,0.07280090878173746,-5.631101898332468,1.7906188905842113e-08,6.637727815116729e-08,7.177980560125131,7.746996838120106,NO
ENSMUSG00000027170,Eif3m,protein_coding,3928.770524526842,0.3186824579469316,0.061516355367313355,5.1813644762388655,2.2026860099876045e-07,7.446036403327663e-07,6.128074844866797,6.657047406548079,NO
ENSMUSG00000008822,Acyp1,protein_coding,322.3144430231692,0.30520255421295245,0.13788087867208265,2.264723389892785,0.023529659213297152,0.04305853635887735,1.365940736752811,1.6283843627881234,NO
ENSMUSG00000011958,Bnip2,protein_coding,5429.62756842223,0.17227898085210644,0.05929171338274673,2.9640020657788244,0.0030366624831351563,0.006540336462184113,2.184399909181656,2.5176034760625483,NO
ENSMUSG00000021938,Pspc1,protein_coding,1011.1322410584031,-0.8758786240870573,0.13533020994081277,-6.590889119352783,4.372003248916485e-11,1.9985350887976572e-10,9.69928822231635,10.359319523989953,NO
ENSMUSG00000017781,Pitpna,protein_coding,9365.539072775946,0.3270510404957886,0.055460049714058074,5.931380267508494,3.0039858233268283e-09,1.1856870083406856e-08,7.92602993870369,8.522302121223614,NO
ENSMUSG00000003119,Cdk12,protein_coding,3182.828341626422,-0.07873002115412826,0.06670306509805121,-1.1687370743436385,0.24250957987308053,0.33407574474955143,0.4761550547534293,0.6152711007572262,NO
ENSMUSG00000031441,Atp11a,protein_coding,4936.943976616992,0.3170581888304934,0.06993711428155605,4.559931690218735,5.117026325692786e-06,1.5186067927417978e-05,4.818554661850647,5.290982348696497,NO
ENSMUSG00000059412,Fxyd2,protein_coding,1354.2144052931146,-0.6977255241640121,0.10705194705595376,-6.610801352231122,3.822451353833065e-11,1.7535446978748937e-10,9.756083159469956,10.41765803289963,NO
ENSMUSG00000044712,Slc38a6,protein_coding,1514.0469959211684,0.9339348761200327,0.09214439046813719,10.225098868349205,1.5307167733747952e-24,1.6386391191771248e-23,22.78551668145516,23.81510515883758,NO
ENSMUSG00000039640,Mrpl12,protein_coding,4535.17609517065,-0.07632400790022896,0.08075497601287529,-0.9821974484619485,0.32600258437100915,0.42707782822893914,0.3694929744120158,0.486778957068197,NO
ENSMUSG00000055681,Cope,protein_coding,2490.8919524575867,0.08053630316120758,0.06822353820053635,1.1883362536698334,0.23470096002400653,0.32483203536507554,0.4883411466223432,0.6294851339537048,NO
